Text,Address,Street_Number,Street_Name,Street_Address,City,Zip_Code,State,Country
"4738 Magnolia Way, Los Angeles, CA 90001",,4738,Magnolia Way,4738 Magnolia Way,Los Angeles,90001,CA,
"TechSource IT Solutions 1234 Innovation Drive, Suite 200 San Jose, CA 95131 408-555-1234 support@techsource.com","1234 Innovation Drive, Suite 200 San Jose, CA 95131",1234,Innovation Drive,1234 Innovation Drive,San Jose,95131,CA,United States
"1357 Pine Street, Boston, MA 02108",,1357,Pine Street,1357 Pine Street,Boston,02108,MA,
"146 Lakeview St,BOSTON,MA,02199,US","146 Lakeview St, BOSTON, MA, 02199, US",146,Lakeview St,146 Lakeview St,BOSTON,02199,MA,US
"Mailing Address: P.O. Box 3294 Muncie, IN 47307","Muncie, IN 47307",,,,Muncie,47307,IN,
"401 Church Street, Nashville, TN 37219","401 Church Street, Nashville, TN 37219",401,Church Street,401 Church Street,Nashville,37219,TN,
"THE FITNESS HUB 555 VINE STREET DENVER, CO 80201","555 VINE STREET DENVER, CO 80201",555,VINE STREET,555 VINE STREET,Denver,80201,CO, 
"C/O E M RICHARD RTE, COLUMBIA, TN 00000, United States","COLUMBIA, TN 00000, United States",,,,COLUMBIA,00000,TN,United States
"Please call us at 801-456-7890 to arrange your appointment 1236 Maplewood Avenue Salt Lake City, Utah 84115","1236 Maplewood Avenue Salt Lake City, Utah 84115",1236,Maplewood Avenue,1236 Maplewood Avenue,Salt Lake City,84115,Utah,USA
"Office: GreenLeaf Consulting 1125 Maple Avenue Suite 200 Evanston, IL 60201","1125 Maple Avenue Suite 200 Evanston, IL 60201",1125,Maple Avenue,1125 Maple Avenue,Evanston,60201,IL,
"Meet us at 8900 Lakeshore Drive Miami, FL 33132 Call: 305 555 6789","8900 Lakeshore Drive Miami, FL 33132",8900,Lakeshore Drive,8900 Lakeshore Drive,Miami,33132,FL,
"83230 Lincoln Blvd, Suite 450, Los Angeles, CA 90045, United States","83230 Lincoln Blvd, Suite 450, Los Angeles, CA 90045",83230,Lincoln Blvd,83230 Lincoln Blvd,Los Angeles,90045,CA,United States
"763 Clark St,BRAINERD,MN,56401,US","763 Clark St, BRAINERD, MN, 56401, US",763,Clark St,763 Clark St,BRAINERD,56401,MN,US
"P O Box 889622, Long Beach, California, USA","Long Beach, CA 90808",,,,Long Beach,90808,CA,USA
"Phone: 503-555-0987 info@portlandbiz.net 1010 Rose St, Portland, OR 97204","1010 Rose St, Portland, OR 97204",1010,Rose St,1010 Rose St,Portland,97204,OR,
"Historic District 1100 Colonial Avenue Williamsburg, VA 23185","1100 Colonial Avenue Williamsburg, VA 23185",1100,Colonial Avenue,1100 Colonial Avenue,Williamsburg,23185,VA,
"P O Box 330200, Fresno, California, 93729 USA","Fresno, CA 93729",,,,Fresno,93729,CA,USA
Airbnb HQ 888 Brannan St San Francisco CA 94103,888 Brannan St San Francisco CA 94103,888,Brannan St,888 Brannan St,San Francisco,94103,CA,
"52275 Woodson Way, Ste. 624,SUN VALLEY,CA,91352,US","52275 Woodson Way, Ste. 624,SUN VALLEY,CA,91352,US",52275,Woodson Way,"52275 Woodson Way, Ste. 624",SUN VALLEY,91352,CA,US
"Visit us at 350 Park Avenue New York, NY 10022 Contact: 646 555 5678","350 Park Avenue New York, NY 10022",350,Park Avenue,350 Park Avenue,New York,10022,NY,
"10270 Foothill Blvd, Suite 220, Rancho Cucamonga, CA 91730, United States","10270 Foothill Blvd, Suite 220, Rancho Cucamonga, CA 91730",10270,Foothill Blvd,10270 Foothill Blvd,Rancho Cucamonga,91730,CA,United States
"Please call 202-345-6789 to book your personal consultation 1023 Cherry Blossom Lane Washington, DC 20012","1023 Cherry Blossom Lane Washington, DC 20012",1023,Cherry Blossom Lane,1023 Cherry Blossom Lane,Washington,20012,DC,USA
" Contact us at 877 111-2222 or +1 312 222-3333 901 Elm Blvd Chicago, IL 60611","901 Elm Blvd Chicago, IL 60611",901,Elm Blvd,901 Elm Blvd,Chicago,60611,IL,
"12-34 Elm Street, Apt 5B, Springfield, IL 62704","12-34 Elm Street, Apt 5B, Springfield, IL 62704",12-34,Elm Street,12-34 Elm Street,Springfield,62704,IL,USA
"Office at 1112 Oak Lane Denver, CO 80204 Reach us: 303 555 5678","1112 Oak Lane Denver, CO 80204",1112,Oak Lane,1112 Oak Lane,Denver,80204,CO,
" Call customer support at 800 555-6666 or +1 512 666-7777 321 Birch Way Austin, TX 78703","321 Birch Way Austin, TX 78703",321,Birch Way,321 Birch Way,Austin,78703,TX,
"Our branch is at 6789 Pine Street Philadelphia, PA 19107 Contact: 215 555 4321","6789 Pine Street Philadelphia, PA 19107",6789,Pine Street,6789 Pine Street,Philadelphia,19107,PA,
"Visit our office at 222 Spruce Street Salt Lake City, UT 84101","222 Spruce Street Salt Lake City, UT 84101",222,Spruce Street,222 Spruce Street,Salt Lake City,84101,UT, 
" 206 987-1234 hello@seattlemail.com 2345 Lake Street Seattle, WA 98101","2345 Lake Street Seattle, WA 98101",2345,Lake Street,2345 Lake Street,Seattle,98101,WA,
"3602 Fox Ridge Dr. Suite 833, The Woodlands,,TX,77380,US","3602 Fox Ridge Dr. Suite 833, The Woodlands, TX, 77380, US",3602,Fox Ridge Dr,3602 Fox Ridge Dr,The Woodlands,77380,TX,US
Florida 33101 305-555-7890,Florida 33101,,,,,33101,FL, 
"7070 Cypress Lane, Philadelphia, PA 19101",7070 Cypress Lane,7070,Cypress Lane,7070 Cypress Lane,Philadelphia,19101,PA,
"THE BOOK NOOK 789 PINE LANE AUSTIN, TX 73301","789 PINE LANE AUSTIN, TX 73301",789,PINE LANE,789 PINE LANE,Austin,73301,TX, 
"3500 Deer Creek Road Palo Alto, CA 94304","3500 Deer Creek Road Palo Alto, CA 94304",3500,Deer Creek Road,3500 Deer Creek Road,Palo Alto,94304,CA,
7700 Las Vegas Blvd South Strip Las Vegas NV 89123 Contact us at Reservations: 702 736-4939 Take Out: 702 736-7080 Home Menu Our Story Entertainment Awards Parties Events Shop More... Use tab to navigate through the menu items.,7700 Las Vegas Blvd South Strip Las Vegas NV 89123,7700,Las Vegas Blvd South,7700 Las Vegas Blvd South,Las Vegas,89123,NV,
"Send to: 123 Elm St, Springfield, IL 62704","123 Elm St, Springfield, IL 62704",123,Elm St,123 Elm St,Springfield,62704,IL,
"Office: 321 Birch Lane, Suite 200, Austin, TX 78701 USA","321 Birch Lane, Suite 200, Austin, TX 78701 USA",321,Birch Lane,321 Birch Lane,Austin,78701,Texas,USA
"910 Spruce St, Dallas, TX 75201","910 Spruce St, Dallas, TX 75201",910,Spruce St,910 Spruce St,Dallas,75201,TX,
"Warehouse: Global Supply Chain 7452 Commerce Street Dallas, TX 75247","7452 Commerce Street Dallas, TX 75247",7452,Commerce Street,7452 Commerce Street,Dallas,75247,TX,
"Society for the Blind 1238 S Street Sacramento, CA 95811 United States","1238 S Street Sacramento, CA 95811",1238,S Street,1238 S Street,Sacramento,95811,CA,United States
"Office Line: 312-555-9876, Address: 789 W Adams St Chicago, IL 60661","789 W Adams St Chicago, IL 60661",789,W Adams St,789 W Adams St,Chicago,60661,IL,USA
"8080, Dogwood Avenue, Charlotte, NC 28201",,8080,Dogwood Avenue,"8080, Dogwood Avenue",Charlotte,28201,NC,
"PARKSIDE PHARMACY 333 ASH STREET BOSTON, MA 02108","333 ASH STREET BOSTON, MA 02108",333,ASH STREET,333 ASH STREET,Boston,02108,MA, 
"See us at 888 Oak Avenue Houston, TX 77002","888 Oak Avenue Houston, TX 77002",888,Oak Avenue,888 Oak Avenue,Houston,77002,TX, 
"Call us at 702-234-5678 to book your consultation 1456 Aspen Drive Las Vegas, Nevada 89119","1456 Aspen Drive Las Vegas, Nevada 89119",1456,Aspen Drive,1456 Aspen Drive,Las Vegas,89119,Nevada,USA
Oracle Corporation 500 Oracle Pkwy Redwood Shores CA 94065,500 Oracle Pkwy Redwood Shores CA 94065,500,Oracle Pkwy,500 Oracle Pkwy,Redwood Shores,94065,CA,
"Email Us Call Us Mailing Address: Adirondack Fragrance Farm 1551 HWY-72, Potsdam NY 13676","1551 HWY-72, Potsdam NY 13676",1551,HWY-72,1551 HWY-72,Potsdam,13676,NY,
"789 Broadway, New York, NY 10003","789 Broadway, New York, NY 10003",789,Broadway,789 Broadway,New York,10003,NY,
"#12, 72 W.Johnston Hwy,ST AUGUSTINE,FL,32084,US","#12, 72 W.Johnston Hwy,ST AUGUSTINE,FL,32084,US",72,W Johnston Hwy,72 W Johnston Hwy,ST AUGUSTINE,32084,FL,US
"12-34 Cherry Street, Floor 2, Boston, MA 02108","12-34 Cherry Street, Floor 2, Boston, MA 02108",12-34,Cherry Street,12-34 Cherry Street,Boston,02108,MA,USA
"789 Pine Blvd, Los Angeles, CA 90001","Pine Blvd, Los Angeles, CA 90001",789,Pine Blvd,Pine Blvd,Los Angeles,90001,CA,
" 877 439-5377 Outside U S +1 937 247-9327 955 Mound Rd Miamisburg, OH 45342","955 Mound Rd Miamisburg, OH 45342",955,Mound Rd,955 Mound Rd,Miamisburg,45342,OH,
"3333 Elm St, Nashville, TN 37201",3333 Elm St,3333,Elm St,3333 Elm St,Nashville,37201,TN,
"Downtown Medical Center 678 Pearl Street New York, NY 10001 United States","678 Pearl Street New York, NY 10001",678,Pearl Street,678 Pearl Street,New York,10001,NY,United States
" 206 123-4567 support@seattle.org 1232 Rainier Avenue Seattle, WA 98144","1232 Rainier Avenue Seattle, WA 98144",1232,Rainier Avenue,2468 Peachtree Street,Seattle,98144,WA,
"456 Park Avenue, Suite 789, Chicago, IL 60611 312 555-6789","456 Park Avenue, Suite 789, Chicago, IL 60611",456,Park Avenue,456 Park Avenue,Chicago,60611,IL,
"Find us at 789 Maple Drive Austin, TX 73301 USA","789 Maple Drive Austin, TX 73301",789,Maple Drive,789 Maple Drive,Austin,73301,TX,USA
"Branch Office: Blue Ocean Ventures 450 Seabreeze Avenue Miami, FL 33139","450 Seabreeze Avenue Miami, FL 33139",450,Seabreeze Avenue,450 Seabreeze Avenue,Miami,33139,FL,
"21664 Saint Peters Road, Suite,SOLON,OH,44139,US","21664 Saint Peters Road, Suite,SOLON,OH,44139,US",21664,Saint Peters Road,21664 Saint Peters Road,SOLON,44139,OH,US
"606 Willow Ln Apt 10E Austin, TX 78701 512 555-1616 info@austinbiz.com","606 Willow Ln Apt 10E Austin, TX 78701",606,Willow Ln,606 Willow Ln,Austin,78701,TX,
"Book your appointment by calling 918-765-4321 6789 Pine Street Tulsa, Oklahoma 74136","6789 Pine Street Tulsa, Oklahoma 74136",6789,Pine Street,6789 Pine Street,Tulsa,74136,Oklahoma,USA
"Set up your meeting by calling 216-987-6543 7891 Elmwood Avenue Cleveland, Ohio 44102","7891 Elmwood Avenue Cleveland, Ohio 44102",7891,Elmwood Avenue,7891 Elmwood Avenue,Cleveland,44102,Ohio,USA
"P O Box 660401, San Jose, California, 90808 USA 95166","San Jose, CA 95166",,,,San Jose,95166,CA,USA
"Address: 246 Aspen Way, Unit 10, Chicago, IL 60607 USA","246 Aspen Way, Unit 10, Chicago, IL 60607 USA",246,Aspen Way,246 Aspen Way,Chicago,60607,Illinois,USA
"2468 Birch Lane, Seattle, WA 98101",,2468,Birch Lane,2468 Birch Lane,Seattle,98101,WA,
"Shipping address: Johnson Enterprises Attn: Logistics 1200 Oakridge Drive Springdale, AR 72764","1200 Oakridge Drive Springdale, AR 72764",1200,Oakridge Drive,1200 Oakridge Drive,Springdale,72764,AR,
"600 Birch Boulevard, Unit 9D Seattle, WA 98101 Mobile: 555 678-9012","600 Birch Boulevard, Seattle, WA 98101",600,Birch Boulevard,600 Birch Boulevard,Seattle,98101,WA,
Louisiana 70112 504-555-2468,Louisiana 70112,,,,,70112,LA, 
Tennessee 37201 615-555-7531,Tennessee 37201,,,,,37201,TN, 
"1600 Amphitheatre Parkway Mountain View, CA 94043","1600 Amphitheatre Parkway Mountain View, CA 94043",1600,Amphitheatre Parkway,1600 Amphitheatre Parkway,Mountain View,94043,CA,
"Northside Veterinary Clinic 7890 Oak Street Denver, CO 80203 USA","7890 Oak Street Denver, CO 80203",7890,Oak Street,7890 Oak Street,Denver,80203,CO,USA
"3000 Las Vegas Blvd S, Las Vegas, NV 89109","3000 Las Vegas Blvd S, Las Vegas, NV 89109",3000,Las Vegas Blvd S,3000 Las Vegas Blvd S,Las Vegas,89109,NV,
P O Box 556677 Austin TX 73301,Austin TX 73301,,,,Austin,73301,TX,
New York 10001 212-555-5678,New York 10001,,,,,10001,NY, 
"705 Coleman Road,OAK BROOK,IL,60523,US","705 Coleman Road,OAK BROOK,IL,60523,US",705,Coleman Road,705 Coleman Road,OAK BROOK,60523,IL,US
" Call us at 877 555-6666 or +1 702 666-7777 432 Spruce St Las Vegas, NV 89101","432 Spruce St Las Vegas, NV 89101",432,Spruce St,432 Spruce St,Las Vegas,89101,NV,
"Reach us at 987-654-3210 or email support@techworld.net 123 Main St, Springfield, IL 62704","123 Main St, Springfield, IL 62704",123,Main St,123 Main St,Springfield,62704,IL,
"221B Baker Street London, NW1 6XE, UK","221B Baker Street London, NW1 6XE, UK",221B,Baker Street,221B Baker Street,London,NW1 6XE,UK,United Kingdom
"Now open at: 1213 Willow Lane, Phoenix AZ 85001","1213 Willow Lane, Phoenix AZ 85001",1213,Willow Lane,1213 Willow Lane,Phoenix,85001,AZ,
"Phone: 262-886-9200 Fax: 262-886-9243 Address: 1100 Fountain Hills Dr Racine, WI 53406","1100 Fountain Hills Dr Racine, WI 53406",1100,Fountain Hills Dr,1100 Fountain Hills Dr,Racine,53406,WI,USA
"P O Box 110534, Bakersfield, California, USA 93389","Bakersfield, CA 93389",,,,Bakersfield,93389,CA,USA
"Our new office is located at: 5678 Maple Avenue, Boston MA 02118","5678 Maple Avenue, Boston MA 02118",5678,Maple Avenue,5678 Maple Avenue,Boston,02118,MA, 
" Dial 800 999-0000 or +1 617 000-1111 345 Palm Ave Boston, MA 02108","345 Palm Ave Boston, MA 02108",345,Palm Ave,345 Palm Ave,Boston,02108,MA,
"18232 Somerville Road,CORAL SPRINGS,FL,33076,US","18232 Somerville Road,CORAL SPRINGS,FL,33076,US",18232,Somerville Road,18232 Somerville Road,CORAL SPRINGS,33076,FL,US
Colorado 80201 303-555-2468,Colorado 80201,,,,,80201,CO, 
"3201 Dogwood Drive, Houston, TX 77001",,3201,Dogwood Drive,3201 Dogwood Drive,Houston,77001,TX,
"Ship to: 456 Oak St, Apt 2A, Chicago, IL 60605","456 Oak St, Apt 2A, Chicago, IL 60605",456,Oak St,456 Oak St,Chicago,60605,IL,
"202 Maple Avenue, Floor 5, Boston, MA 02116 617 555-5678","202 Maple Avenue, Floor 5, Boston, MA 02116",202,Maple Avenue,202 Maple Avenue,Boston,02116,MA,
P O Box 153887 Irving TX 75015,Irving TX 75015,,,,Irving,75015,TX,
"221 JIM SULLIVAN BLVD PO BOX 1482, SALISBURY, NC 28145, United States","221 JIM SULLIVAN BLVD, SALISBURY, NC 28145",221,JIM SULLIVAN BLVD,221 JIM SULLIVAN BLVD,SALISBURY,28145,NC,United States
" 404 456-7890 info@atlanta.com 9876 Piedmont Avenue Atlanta, GA 30305","9876 Piedmont Avenue Atlanta, GA 30305",9876,Piedmont Avenue,2468 Peachtree Street,Atlanta,30305,GA,
"87564 N Maple Ave, Minneapolis, MN 55401, United States","87564 N Maple Ave, Minneapolis, MN 55401",87564,N Maple Ave,87564 N Maple Ave,Minneapolis,55401,MN,United States
"Contact Us Phone: 617.938.6000 Email: info@platformq.com 100 Crescent Road Needham, MA 02494","100 Crescent Road Needham, MA 02494",100,Crescent Road,100 Crescent Road,Needham,02494,MA,
Facebook HQ 1 Hacker Way Menlo Park CA 94025,1 Hacker Way Menlo Park CA 94025,1,Hacker Way,1 Hacker Way,Menlo Park,94025,CA,
"Contact: 702-555-4444, Address: 500 S Las Vegas Blvd Las Vegas, NV 89101","500 S Las Vegas Blvd Las Vegas, NV 89101",500,S Las Vegas Blvd,500 S Las Vegas Blvd,Las Vegas,89101,NV,USA
"234 Maplewood Ave, Austin, TX 78701","234 Maplewood Ave, Austin, TX 78701",234,Maplewood Ave,234 Maplewood Ave,Austin,78701,TX,
"COZY COTTAGE 666 MAGNOLIA LANE PORTLAND, OR 97201","666 MAGNOLIA LANE PORTLAND, OR 97201",666,MAGNOLIA LANE,666 MAGNOLIA LANE,Portland,97201,OR, 
" Customer service: 888 444-5555 or +1 305 555-6666 987 Maple Dr Miami, FL 33101","987 Maple Dr Miami, FL 33101",987,Maple Dr,987 Maple Dr,Miami,33101,FL,
"Market Square 45 Broad Avenue Houston, TX 77002","45 Broad Avenue Houston, TX 77002",45,Broad Avenue,45 Broad Avenue,Houston,77002,TX,
"Lakeview Apartments 345 Cedar Lane Austin, TX 73301 USA","345 Cedar Lane Austin, TX 73301",345,Cedar Lane,345 Cedar Lane,Austin,73301,TX,USA
"Call 503-123-4567 to schedule an appointment 2345 Alder Street Portland, Oregon 97209","2345 Alder Street Portland, Oregon 97209",2345,Alder Street,2345 Alder Street,Portland,97209,Oregon,USA
"Returns: Echo Electronics 5120 Tech Lane Houston, TX 77081","5120 Tech Lane Houston, TX 77081",5120,Tech Lane,5120 Tech Lane,Houston,77081,TX,
"1111 Magnolia St, Atlanta, GA 30301","Magnolia St, Atlanta, GA 30301",1111,Magnolia St,Magnolia St,Atlanta,30301,GA,
"C/O JAN S MONTGOMERY, LEXINGTON, TN 38351, United States","LEXINGTON, TN 38351, United States",,,,LEXINGTON,38351,TN,United States
"3567 Maplewood Drive, Charlotte, NC 28201",,3567,Maplewood Drive,3567 Maplewood Drive,Charlotte,28201,NC,
"333 Oak Drive, Room 9A Austin, TX 78701 512 555-5566","333 Oak Drive, Room 9A Austin, TX 78701",333,Oak Drive,333 Oak Drive,Austin,78701,TX,
"9281 S MAIN ST PO BOX 284, SPRINGFIELD, TN 37172, United States","9281 S MAIN ST, SPRINGFIELD, TN 37172",9281,S MAIN ST,9281 S MAIN ST,SPRINGFIELD,37172,TN,United States
"2502 NW 53rd St Bldg C Ste 347,BELLEVUE,WA,98007,US","2502 NW 53rd St Bldg C Ste 347,BELLEVUE,WA,98007,US",2502,NW 53rd St,2502 NW 53rd St Bldg C Ste 347,BELLEVUE,98007,WA,US
"Phone: 206-555-8787, Address: 1501 4th Ave Seattle, WA 98101","1501 4th Ave Seattle, WA 98101",1501,4th Ave,1501 4th Ave,Seattle,98101,WA,USA
"See us at 987 Birch Boulevard Portland, OR 97205","987 Birch Boulevard Portland, OR 97205",987,Birch Boulevard,987 Birch Boulevard,Portland,97205,OR, 
"34-56 Pine Street, Apt 3A, Miami, FL 33101","34-56 Pine Street, Apt 3A, Miami, FL 33101",34-56,Pine Street,34-56 Pine Street,Miami,33101,FL,USA
SpaceX 1 Rocket Rd Hawthorne CA 90250,1 Rocket Rd Hawthorne CA 90250,1,Rocket Rd,1 Rocket Rd,Hawthorne,90250,CA,
"456 Elm St Suite 202 Dallas, TX 75201 214 555-1234 support@dallasbiz.com","456 Elm St Suite 202 Dallas, TX 75201",456,Elm St,456 Elm St,Dallas,75201,TX,
"4040, Poplar Avenue, Dallas, TX 75201",,4040,Poplar Avenue,"4040, Poplar Avenue",Dallas,75201,TX,
"1818 Elmwood Dr, Austin, TX 73301","Elmwood Dr, Austin, TX 73301",1818,Elmwood Dr,Elmwood Dr,Austin,73301,TX,
"1172 Hudson Way Pl Bldg 3 Ste 530,LAKE OSWEGO,OR,97035,US","1172 Hudson Way Pl Bldg 3 Ste 530,LAKE OSWEGO,OR,97035,US",1172,Hudson Way Pl,1172 Hudson Way Pl Bldg 3 Ste 530,LAKE OSWEGO,97035,OR,US
"Evergreen Forestry 12345 Timberland Drive Eugene, OR 97401 541-555-3344 info@evergreenforestry.com","12345 Timberland Drive Eugene, OR 97401",12345,Timberland Drive,12345 Timberland Drive,Eugene,97401,OR,United States
"53 C Nn Hwy S Fl 4,DARIEN,CT,06820,US","53 C Nn Hwy S Fl 4, DARIEN, CT, 06820, US",53 C,Nn Hwy S,53 C Nn Hwy S,DARIEN,06820,CT,US
"6337 NEW FORREST WAY,FREDERICK,MD,21703,US","6337 NEW FORREST WAY,FREDERICK,MD,21703,US",6337,NEW FORREST WAY,6337 NEW FORREST WAY,FREDERICK,21703,MD,US
"90-12 Oak Blvd, San Francisco, CA 94103","90-12 Oak Blvd, San Francisco, CA 94103",90-12,Oak Blvd,90-12 Oak Blvd,San Francisco,94103,CA,USA
"10 Commerce Way 8 Raynham, MA 02767","10 Commerce Way 8 Raynham, MA 02767",10,Commerce Way,10 Commerce Way,Raynham,02767,MA,
"Harvest Market 5678 Willow Avenue Chicago, IL 60601 USA","5678 Willow Avenue Chicago, IL 60601",5678,Willow Avenue,5678 Willow Avenue,Chicago,60601,IL,USA
"2222 Dogwood Dr, Atlanta, GA 30301",2222 Dogwood Dr,2222,Dogwood Dr,2222 Dogwood Dr,Atlanta,30301,GA,
"Reach us at 702-555-9876 info@vegasbiz.com 505 Strip Dr, Las Vegas, NV 89109","505 Strip Dr, Las Vegas, NV 89109",505,Strip Dr,505 Strip Dr,Las Vegas,89109,NV,
2814 E Los Angeles Ave Simi Valley CA 93065,2814 E Los Angeles Ave Simi Valley CA 93065,2814,E Los Angeles Ave,2814 E Los Angeles Ave,Simi Valley,93065,CA,
"C/O KEY & PEELE 83 MAIN ST.,LEOMINSTER,,MA,USA","83 MAIN ST, LEOMINSTER, MA, USA",83,MAIN ST,83 MAIN ST,LEOMINSTER,,MA,USA
"1010, Hickory Lane, Atlanta, GA 30301",,1010,Hickory Lane,"1010, Hickory Lane",Atlanta,30301,GA,
"Countryside Inn 567 Oak Street Nashville, TN 37203","567 Oak Street Nashville, TN 37203",567,Oak Street,567 Oak Street,Nashville,37203,TN,
"TECH HUB 654 MAPLE DRIVE SAN FRANCISCO, CA 94103","654 MAPLE DRIVE SAN FRANCISCO, CA 94103",654,MAPLE DRIVE,654 MAPLE DRIVE,San Francisco,94103,CA, 
"C/O EVL CORP SYSTEM, KNOXVILLE, TN 37902, United States","KNOXVILLE, TN 37902, United States",,,,KNOXVILLE,37902,TN,United States
"11550 Poema Place, Unit 101 Chatsworth, CA 91311 Mobile: 805 796-4483","11550 Poema Place, Chatsworth, CA 91311",11550,Poema Place,11550 Poema Place,Chatsworth,91311,CA,
"3812 MYERS STREET, GREENEVILLE, TN 37743, United States","3812 MYERS STREET, GREENEVILLE, TN 37743",3812,MYERS STREET,3812 MYERS STREET,GREENEVILLE,37743,TN,United States
"31102 N Capital of Texas Hwy Ste 3104,WEST LAKE HILLS,TX,78746,US","31102 N Capital of Texas Hwy Ste 3104,WEST LAKE HILLS,TX,78746,US",31102,N Capital of Texas Hwy,31102 N Capital of Texas Hwy Ste 3104,WEST LAKE HILLS,78746,TX,US
"Shipping Address: 123 Elm Street, Springfield, IL 62704 USA","123 Elm Street, Springfield, IL 62704 USA",123,Elm Street,123 Elm Street,Springfield,62704,Illinois,USA
" 212 555-7890 jane.smith@workmail.com 5678 Maple Avenue New York, NY 10001","5678 Maple Avenue New York, NY 10001",5678,Maple Avenue,5678 Maple Avenue,New York,10001,NY, 
"11342 N Monroe Dr, Spokane, WA 99205, United States","11342 N Monroe Dr, Spokane, WA 99205",11342,N Monroe Dr,11342 N Monroe Dr,Spokane,99205,WA,United States
"1 World Trade Center New York, NY 10007","1 World Trade Center New York, NY 10007",1,World Trade Center,1 World Trade Center,New York,10007,NY,
"711 S Carson Street, Suite 4 Carson City, NV 89701","711 S Carson Street, Suite 4 Carson City, NV 89701",711,S Carson Street,711 S Carson Street,Carson City,89701,NV,
"Paper Co, 499 East Tioga Street, Philadelphia, PA, PA, 19134","499 East Tioga Street, Philadelphia, PA, PA, 19134",499,East Tioga Street,499 East Tioga Street,Philadelphia,19134,PA,
"234 Willow St, San Diego, CA 92101","234 Willow St, San Diego, CA 92101",234,Willow St,234 Willow St,San Diego,92101,CA,
"Asian Culture Center, 7318 N Yarmouth St,WILMINGTON,DE,19801,US","7318 N Yarmouth St,WILMINGTON,DE,19801,US",7318,N Yarmouth St,7318 N Yarmouth St,Wilmington,19801,DE,US
"STARBUCKS COFFEE 123 MAIN STREET SPRINGFIELD, IL 62701","123 MAIN STREET SPRINGFIELD, IL 62701",123,MAIN STREET,123 MAIN STREET,Springfield,62701,IL, 
P O Box 778899 Boston MA 02110,Boston MA 02110,,,,Boston,02110,MA,
"Skyline Architects 3456 Skyline Boulevard Seattle, WA 98101 206-555-5566 design@skylinearchitects.com","3456 Skyline Boulevard Seattle, WA 98101",3456,Skyline Boulevard,3456 Skyline Boulevard,Seattle,98101,WA,United States
"C/O RABO UNITED BK 172 NAWAKA ST, CHATTANOOGA, TN 37401, United States","172 NAWAKA ST, CHATTANOOGA, TN 37401, United States",172,NAWAKA ST,172 NAWAKA ST,CHATTANOOGA,37401,TN,United States
"Reach out: 213-555-7890, Address: 345 S Figueroa St Los Angeles, CA 90071","345 S Figueroa St Los Angeles, CA 90071",345,S Figueroa St,345 S Figueroa St,Los Angeles,90071,CA,USA
"600 Pennsylvania Ave SE Washington, DC 20003","600 Pennsylvania Ave SE Washington, DC 20003",600,Pennsylvania Ave SE,600 Pennsylvania Ave SE,Washington,20003,DC,
"C/O FRANK C GOSLING, 206 IRVING CT, FRANKLIN, TN 37064, United States","206 IRVING CT, FRANKLIN, TN 37064",206,IRVING CT,206 IRVING CT,FRANKLIN,37064,TN,United States
"For inquiries, call 555-123-4567 or email us at info@company.com 456 Oak St, Suite 300, Denver, CO 80203","456 Oak St, Suite 300, Denver, CO 80203",456,Oak St,456 Oak St,Denver,80203,CO,
"Please contact us at 305-456-7890 to set up your consultation 4567 Cypress Road Miami, Florida 33133","4567 Cypress Road Miami, Florida 33133",4567,Cypress Road,4567 Cypress Road,Miami,33133,Florida,USA
"456, Pine Street, New York, NY 10001",,456,Pine Street,"456, Pine Street",New York,10001,NY,
"41443 Lewis Dr,BAKERSFIELD,CA,93311,US","41443 Lewis Dr,BAKERSFIELD,CA,93311,US",41443,Lewis Dr,41443 Lewis Dr,BAKERSFIELD,93311,CA,US
"6543 Chestnut Lane, Portland, OR 97201",,6543,Chestnut Lane,6543 Chestnut Lane,Portland,97201,OR,
"1234 Elm Street, Springfield, IL 62704",,1234,Elm Street,1234 Elm Street,Springfield,62704,IL,
"1600 Pennsylvania Ave NW Washington, DC 20500","1600 Pennsylvania Ave NW Washington, DC 20500",1600,Pennsylvania Ave NW,1600 Pennsylvania Ave NW,Washington,20500,DC,
"555, Spruce Street, Boston, MA 02101",,555,Spruce Street,"555, Spruce Street",Boston,02101,MA,
"Capitol Building 800 Constitution Avenue Washington, DC 20001","800 Constitution Avenue Washington, DC 20001",800,Constitution Avenue,800 Constitution Avenue,Washington,20001,DC,
"5555 Oak Blvd, Indianapolis, IN 46201",5555 Oak Blvd,5555,Oak Blvd,5555 Oak Blvd,Indianapolis,46201,IN,
"14529 S Bascom Ave, Los Gatos, CA 95032, United States","14529 S Bascom Ave, Los Gatos, CA 95032",14529,S Bascom Ave,14529 S Bascom Ave,Los Gatos,95032,CA,United States
Georgia 30324 404-875-2620,Georgia 30324,,,,,30324,GA, 
"Green Valley Farms 123 Elm Street, Springfield, Illinois 62704","123 Elm Street, Springfield, Illinois 62704",123,Elm Street,123 Elm Street,Springfield,62704,Illinois,United States
"Home Address: 135 Willow Drive, Los Angeles, CA 90001 USA","135 Willow Drive, Los Angeles, CA 90001 USA",135,Willow Drive,135 Willow Drive,Los Angeles,90001,California,USA
LinkedIn Corp 1000 W Maude Ave Sunnyvale CA 94085,1000 W Maude Ave Sunnyvale CA 94085,1000,W Maude Ave,1000 W Maude Ave,Sunnyvale,94085,CA,
